"","country","countrycode","year","democracy","polity","gdppc","enrol_gross","primcomp","primcomp_male","primcomp_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","mobile","services","oil","natural","literacy","lit_male","lit_fem","infant","hospital","tuberculosis","life","unemploy","urban","un_continent_name","un_region_name"
"49","Albania","ALB",2008,1,9,4370.539716,110.6835709,104.5801773,104.8317337,104.3110733,86.78701,16.83705384,17.9,343591,23.86,NA,2947314,50.04006181,100,1859632,44.69915127,1.604654693,1.775404364,95.93863678,97.30619812,94.68180847,14.1,NA,16,77.653,13.06,49.991,"Europe","Southern Europe"
"50","Albania","ALB",2009,1,9,4114.134033,108.0761108,105.8362427,106.1498566,105.5010223,85.34118,16.7943836,NA,363000,41.2,NA,2927519,49.97329845,99.55445099,2463741,45.31722054,0.923660116,1.047503416,NA,NA,NA,12.9,3.01,17,77.781,13.67,51.076,"Europe","Southern Europe"
"51","Albania","ALB",2010,1,9,4094.349686,108.4944611,103.2699814,104.3855209,102.0746002,85.95611,17.9558664,15.4,333066,45,NA,2913021,49.91753618,99.64420319,2692372,44.02558797,1.309543172,1.528168143,NA,NA,NA,11.9,2.99,17,77.936,14.09,52.163,"Europe","Southern Europe"
"52","Albania","ALB",2011,1,9,4437.141161,109.7361221,108.3344803,108.0531006,108.6384888,86.99052,18.2267896,NA,338844,47,18.02201328,2905195,49.87699326,99.71864319,3100000,44.25637233,2.454889085,2.898498354,96.84529877,98.00816345,95.69148254,10.9,2.88,17,78.092,13.48,53.247,"Europe","Southern Europe"
"53","Albania","ALB",2012,1,9,4247.631343,110.6063004,115.4982529,115.6664429,115.3150787,89.53195,18.76680189,12.9,312000,49.4,17.48323356,2900401,49.85220558,99.9,3500000,44.954686,2.866351043,3.231452425,97.24697113,98.35260773,96.13607025,10,2.88,16,78.064,13.38,54.33,"Europe","Southern Europe"
"54","Albania","ALB",2013,1,9,4413.063383,110.9291077,99.67449951,102.0813217,97.05339813,91.90565,19.56515781,NA,281200,51.8,16.50327061,2895092,49.84059655,99.89031219,3685983,44.6069895,3.033924075,3.327990844,NA,NA,NA,9.3,2.89,19,78.123,15.87,55.387,"Europe","Southern Europe"
"55","Albania","ALB",2014,1,9,4578.633208,114.0433197,112.1794968,111.4164963,113.0200729,93.78369,19.99018136,10.3,235734,54.3,18.30193614,2889104,49.83769645,99.95,3359654,45.78239166,3.122076157,3.416900434,NA,NA,NA,8.8,NA,16,78.407,18.05,56.423,"Europe","Southern Europe"
"56","Albania","ALB",2015,1,9,3952.803574,113.3031387,107.2767868,108.3491364,106.0988312,94.17835,19.78021442,NA,226718,56.9,18.51578986,2880703,49.84241006,99.98,3400955,46.28444259,1.452606185,1.734861868,NA,NA,NA,8.5,NA,17,78.644,17.19,57.434,"Europe","Southern Europe"
"57","Austria","AUT",1960,1,10,935.4604269,NA,NA,NA,NA,NA,NA,NA,428807,NA,NA,7047539,53.42064411,NA,0,NA,NA,NA,NA,NA,NA,37.3,10.80000019,NA,68.58560976,NA,64.72,"Europe","Western Europe"
"58","Austria","AUT",1961,1,10,1031.815004,NA,NA,NA,NA,NA,NA,NA,428807,NA,NA,7086299,53.39210648,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,69.57731707,NA,64.814,"Europe","Western Europe"
"59","Austria","AUT",1962,1,10,1087.834243,NA,NA,NA,NA,NA,NA,NA,428807,NA,NA,7129864,53.35398523,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,69.3095122,NA,64.863,"Europe","Western Europe"
"60","Austria","AUT",1963,1,10,1167.000532,NA,NA,NA,NA,NA,NA,NA,428807,NA,NA,7175811,53.30698767,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,69.44365854,NA,64.913,"Europe","Western Europe"
"61","Austria","AUT",1964,1,10,1269.412583,NA,NA,NA,NA,NA,NA,NA,428807,NA,NA,7223801,53.2546761,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA,69.92195122,NA,64.962,"Europe","Western Europe"
"62","Austria","AUT",1965,1,10,1374.53214,NA,NA,NA,NA,NA,NA,NA,655000,NA,NA,7270889,53.18617013,NA,0,NA,NA,NA,NA,NA,NA,28.3,NA,NA,69.72219512,NA,65.011,"Europe","Western Europe"
"63","Austria","AUT",1966,1,10,1486.968606,NA,NA,NA,NA,NA,NA,NA,655000,NA,NA,7322066,53.10146426,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,70.04585366,NA,65.061,"Europe","Western Europe"
"64","Austria","AUT",1967,1,10,1569.667183,NA,NA,NA,NA,NA,NA,NA,655000,NA,NA,7376998,53.01666434,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,69.91780488,NA,65.11,"Europe","Western Europe"
"65","Austria","AUT",1968,1,10,1677.673528,NA,NA,NA,NA,NA,NA,NA,655000,NA,NA,7415403,52.96413125,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,70.05756098,NA,65.159,"Europe","Western Europe"
"66","Austria","AUT",1969,1,10,1825.386126,NA,NA,NA,NA,NA,NA,NA,655000,NA,NA,7441055,52.92940595,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,69.83317073,NA,65.208,"Europe","Western Europe"
"67","Austria","AUT",1970,1,10,2058.769051,NA,NA,NA,NA,NA,NA,NA,969000,NA,NA,7467086,52.88737855,NA,0,NA,0.013384022,0.400546342,NA,NA,NA,25,10.80000019,NA,69.91463415,NA,65.258,"Europe","Western Europe"
"68","Austria","AUT",1971,1,10,2380.978458,102.7379608,93.76383209,92.55220032,95.04364014,90.95584,NA,NA,969000,NA,NA,7500482,52.83783872,NA,NA,NA,0.039665667,0.387714162,NA,NA,NA,24.7,NA,NA,70.11463415,NA,65.301,"Europe","Western Europe"
"69","Austria","AUT",1972,1,10,2924.048879,103.0920181,96.22535706,95.34369659,97.14814758,90.16531,NA,NA,969000,NA,17.8887855,7544201,52.7762843,NA,NA,NA,0.04609952,0.384089163,NA,NA,NA,24.1,NA,NA,70.46341463,NA,65.311,"Europe","Western Europe"
"70","Austria","AUT",1973,1,10,3890.722419,102.3104706,96.15100861,95.80670929,96.50691986,88.81081,NA,NA,969000,NA,18.19695102,7586115,52.71111388,NA,NA,NA,0.065720815,0.453572106,NA,NA,NA,23.1,NA,NA,71.01463415,NA,65.321,"Europe","Western Europe"
"71","Austria","AUT",1974,1,10,4630.757197,101.8235016,NA,NA,NA,87.91742,NA,NA,969000,NA,18.39734103,7599038,52.70493864,NA,NA,NA,0.290970933,0.717174648,NA,NA,NA,21.6,NA,NA,71.01219512,NA,65.331,"Europe","Western Europe"
"72","Austria","AUT",1975,1,10,5285.620724,101.9749908,NA,NA,NA,87.62543,NA,NA,1505000,NA,18.01092541,7578903,52.75634208,NA,0,NA,0.212970292,0.646045278,NA,NA,NA,19.8,NA,NA,71.11463415,NA,65.341,"Europe","Western Europe"
"73","Austria","AUT",1976,1,10,5678.386658,101.8714066,NA,NA,NA,87.04474,5.106318914,NA,1623000,NA,17.86233232,7565525,52.77767164,NA,0,49.60392127,0.204521713,0.66635615,NA,NA,NA,18,NA,NA,71.56585366,NA,65.351,"Europe","Western Europe"
"74","Austria","AUT",1977,1,10,6810.627685,103.2527237,NA,NA,NA,NA,4.410135604,NA,1747000,NA,17.9992932,7568430,52.76603354,NA,0,50.52802293,0.165236138,0.527354421,NA,NA,NA,16.6,NA,NA,71.91463415,NA,65.361,"Europe","Western Europe"
"75","Austria","AUT",1978,1,10,8205.468977,101.6510315,NA,NA,NA,NA,4.41461438,NA,1885000,NA,18.77754974,7562305,52.76179396,NA,0,50.52671771,0.141543865,0.49216362,NA,NA,NA,15.5,NA,NA,72.01219512,NA,65.371,"Europe","Western Europe"
"76","Austria","AUT",1979,1,10,9793.765348,101.9288712,NA,NA,NA,NA,4.288925793,NA,2033000,NA,18.55011633,7549425,52.76633356,NA,0,51.68574911,0.280504201,0.675440483,NA,NA,NA,14.6,NA,NA,72.31219512,NA,65.381,"Europe","Western Europe"
"77","Austria","AUT",1980,1,10,10869.54649,102.0517807,NA,NA,NA,NA,4.326402537,NA,2191000,NA,18.57800458,7549433,52.75134577,NA,0,51.59590594,0.266774154,0.667463959,NA,NA,NA,13.9,11.19999981,NA,72.46341463,NA,65.391,"Europe","Western Europe"
"78","Austria","AUT",1981,1,10,9385.249064,101.0167313,NA,NA,NA,NA,3.966934702,NA,2323000,NA,18.94982565,7568710,52.69820875,NA,0,52.20077802,0.223363426,0.604760312,NA,NA,NA,13.2,NA,NA,72.81219512,NA,65.364,"Europe","Western Europe"
"79","Austria","AUT",1982,1,10,9410.347257,100.7959213,NA,NA,NA,NA,3.646038873,NA,2438672,NA,18.1904204,7574140,52.65020263,NA,0,53.44495348,0.135193975,0.469921664,NA,NA,NA,12.6,NA,NA,72.96097561,NA,65.1,"Europe","Western Europe"
"80","Austria","AUT",1983,1,10,9537.40742,100.8837509,NA,NA,NA,NA,3.412209287,NA,2547908,NA,18.03258878,7561910,52.61973963,NA,0,54.00409201,0.170273904,0.449535576,NA,NA,NA,11.9,NA,NA,73.01219512,NA,64.836,"Europe","Western Europe"
"81","Austria","AUT",1984,1,10,8991.06504,100.2432022,NA,NA,NA,NA,3.582349704,NA,2640843,NA,18.96407751,7561434,52.57995468,NA,0,54.22134428,0.175664417,0.434670441,NA,NA,NA,11.3,NA,NA,73.61219512,NA,64.57,"Europe","Western Europe"
"82","Austria","AUT",1985,1,10,9172.09676,99.7468338,NA,NA,NA,NA,3.135164806,NA,2729389,NA,18.10378408,7564985,52.52945142,NA,9762,54.58824701,0.16806179,0.436100794,NA,NA,NA,10.7,10.89999962,NA,73.81463415,NA,64.305,"Europe","Western Europe"
"83","Austria","AUT",1986,1,10,13083.07266,101.7884293,NA,NA,NA,NA,3.226962897,NA,2818437,NA,17.97233676,7569794,52.46651094,NA,19104,55.03606846,0.045415643,0.24304026,NA,NA,NA,10.1,10.80000019,NA,74.31707317,NA,64.037,"Europe","Western Europe"
"84","Austria","AUT",1987,1,10,16392.76952,99.90621185,NA,NA,NA,NA,3.197493224,NA,2906736,NA,17.72008416,7574586,52.40180762,NA,26223,55.58785868,0.055703585,0.205204319,NA,NA,NA,9.4,10.69999981,NA,74.76829268,NA,63.769,"Europe","Western Europe"
"85","Austria","AUT",1988,1,10,17578.61894,99.32711792,NA,NA,NA,NA,3.048461328,NA,3001319,NA,18.56280078,7585317,52.33175202,NA,36904,55.73284819,0.04433881,0.210820406,NA,NA,NA,8.9,10.60000038,NA,75.21707317,NA,63.5,"Europe","Western Europe"
"86","Austria","AUT",1989,1,10,17468.94614,98.90083313,NA,NA,NA,94.2875,3.01155485,NA,3102814,NA,17.80575187,7619567,52.24500226,NA,50721,56.06704974,0.070021056,0.271464669,NA,NA,NA,8.4,10.39999962,NA,75.26585366,NA,63.231,"Europe","Western Europe"
"87","Austria","AUT",1990,1,10,21680.98962,98.68006897,NA,NA,NA,NA,3.097119874,NA,3223161,0.130369377,17.98108333,7677850,52.1330939,100,73698,56.10866351,0.076511889,0.258750693,NA,NA,NA,8,10.19999981,NA,75.56829268,NA,62.96,"Europe","Western Europe"
"88","Austria","AUT",1991,1,10,22410.91177,99.31751251,NA,NA,NA,NA,2.811281994,NA,3344179,0.259081553,18.16717856,7754891,52.01684246,100,115402,56.44930138,0.039687374,0.163916372,NA,NA,NA,7.6,9.899999619,NA,75.61707317,3.42,62.689,"Europe","Western Europe"
"89","Austria","AUT",1992,1,10,24880.16412,101.8003693,NA,NA,NA,NA,2.453334563,NA,3466493,0.642817619,18.9204805,7840709,51.92196833,100,172453,57.34876287,0.035268026,0.128975832,NA,NA,NA,7.2,9.699999809,NA,75.81707317,3.59,62.417,"Europe","Western Europe"
"90","Austria","AUT",1993,1,10,24081.52779,103.0905914,NA,NA,NA,NA,2.204440796,NA,3579900,0.76534273,18.93545577,7905633,51.84564034,100,220859,58.39535497,0.034066845,0.128355631,NA,NA,NA,6.7,9.399999619,NA,76.06829268,4.25,62.144,"Europe","Western Europe"
"91","Austria","AUT",1994,1,10,25646.70066,102.9137878,NA,NA,NA,NA,2.371545895,NA,3691800,1.393422968,18.34557306,7936118,51.7901193,100,278199,58.17479553,0.027090012,0.125142191,NA,NA,NA,6.2,9.5,NA,76.4195122,3.54,61.87,"Europe","Western Europe"
"92","Austria","AUT",1995,1,10,30325.84958,102.9258728,NA,NA,NA,NA,2.158596332,NA,3796900,1.890210524,24.60010617,7948278,51.76130347,100,383535,58.91782259,0.024055679,0.12234706,NA,NA,NA,5.7,9.399999619,NA,76.66829268,4.35,61.596,"Europe","Western Europe"
"93","Austria","AUT",1996,1,10,29809.07677,102.6428909,NA,NA,NA,NA,1.982470995,NA,3901600,6.909162353,25.94003601,7959017,51.74533532,100,598708,58.68089384,0.032850192,0.143216447,NA,NA,NA,5.3,9.300000191,NA,76.87073171,5.28,61.32,"Europe","Western Europe"
"94","Austria","AUT",1997,1,10,26705.4786,101.8876801,NA,NA,NA,NA,1.905483443,NA,3969400,9.533974317,26.79771217,7968041,51.72893049,100,1159700,58.49159639,0.028035191,0.133085932,NA,NA,NA,5,9.199999809,NA,77.3195122,5.15,61.045,"Europe","Western Europe"
"95","Austria","AUT",1998,1,10,27361.87511,101.3451004,99.59085846,99.32366943,99.8747406,NA,1.793343924,NA,4008000,15.42121932,26.88984546,7976789,51.70656162,100,2292900,58.86279371,0.008374868,0.092221579,NA,NA,NA,4.8,9,NA,77.67073171,5.52,60.768,"Europe","Western Europe"
"96","Austria","AUT",1999,1,10,27183.47593,101.5409622,99.17276001,99.41197968,98.92333221,90.24,1.722217322,NA,3939000,23.0443171,26.6278222,7992324,51.67527449,100,4250393,58.73121872,0.026292283,0.099384274,NA,NA,NA,4.7,8.899999619,NA,77.87560976,4.7,60.491,"Europe","Western Europe"
"97","Austria","AUT",2000,1,10,24625.60072,101.8693924,NA,NA,NA,91.24983,1.647300213,4.5,3997000,33.73013295,26.22507988,8011566,51.63466921,100,6117000,59.30901534,0.061037723,0.15466649,NA,NA,NA,4.6,7.95,17,78.12682927,4.69,60.213,"Europe","Western Europe"
"98","Austria","AUT",2001,1,10,24558.76368,102.4710236,NA,NA,NA,90.30978,1.670703396,NA,3997000,39.18545018,27.96557199,8042293,51.5768022,100,6541000,59.48752858,0.044088403,0.159532034,NA,NA,NA,4.5,7.85,14,78.57560976,4.01,59.934,"Europe","Western Europe"
"99","Austria","AUT",2002,1,10,26527.59309,102.8107224,99.50106812,99.49935913,99.50287628,88.37171,1.562774411,4.4,3883000,36.56,26.97550032,8081957,51.51346851,100,6736000,60.29569645,0.042053366,0.158690317,NA,NA,NA,4.4,7.81,15,78.67804878,4.85,59.655,"Europe","Western Europe"
